GPST,Sequence,latitude(deg),longitude(deg),height(m),Q,ns,sdn(m),sde(m),sdu(m),sdne(m),sdeu(m),sdun(m),age(s),ratio
2023-02-14 07:28:17.130375,107.0,-31.994855088093367,115.88456232467271,54.793715021610666,2.0,10.0,0.0049,0.004,0.0184,0.0008,0.0028,0.0054,0.0,1.2
2023-02-14 07:28:19.633987,108.0,-31.99493320826975,115.88464705925648,54.7545032628224,2.0,10.0,0.0049,0.004,0.0184,0.0008,0.0028,0.0054,0.0,1.2
2023-02-14 07:28:22.133420,109.0,-31.994923452791276,115.88471547630692,54.6680344082432,2.0,10.0,0.0049,0.004,0.0184,0.0008,0.0028044473344,0.0054,0.0,1.2
2023-02-14 07:28:24.652305,110.0,-31.994865092747865,115.88483866992784,54.6347011652096,2.0,10.0,0.0049,0.004,0.0184,0.0008,0.0028884101631999996,0.0054,0.0,1.2
2023-02-14 07:28:27.136827,111.0,-31.994815397366864,115.88483657817817,54.64512901572267,2.0,10.0,0.0049,0.004,0.0184,0.0008,0.0029,0.0054,0.0,1.2
2023-02-14 07:28:29.623925,112.0,-31.994733681168164,115.88476401147283,54.740894790391465,2.0,10.0,0.0049,0.004,0.018454130833066667,0.0008,0.002845869166933333,0.0054,0.0,1.2541308330666667
2023-02-14 07:28:32.127885,113.0,-31.994629986419437,115.88466719704999,54.77343882917547,2.0,10.375961685333333,0.0047496153258666666,0.004,0.017973653640533334,0.00023605747200000009,0.0025368268202666665,0.004798461303466667,0.0,1.3
2023-02-14 07:28:34.644136,114.0,-31.994521699153054,115.88457423101849,54.70172942395734,2.0,11.0,0.004478528802133333,0.004,0.017078528802133335,-0.0007,0.0021,0.0037785288021333335,0.0,1.3
2023-02-14 07:28:37.148317,115.0,-31.994414869245187,115.88448275009907,54.7050600275456,2.0,11.0,0.0044,0.004,0.017,-0.0007049438975999999,0.0021,0.0037,0.0,1.3
2023-02-14 07:28:39.625085,116.0,-31.994307230559084,115.88438945355088,54.73445100781227,2.0,11.0,0.0044,0.004,0.017,-0.0007875028309333334,0.0021,0.0037,0.0,1.3
2023-02-14 07:28:42.141324,117.0,-31.994198880052316,115.88429662449389,54.72148389787307,2.0,11.0,0.0044,0.004,0.017,-0.0008,0.0021,0.0036286225322666667,0.0,1.2286225322666666
2023-02-14 07:28:44.647556,118.0,-31.994091615453073,115.88420584818635,54.72295745462613,2.0,11.0,0.0044,0.004,0.017,-0.0008,0.0021,0.0036,0.0,1.2
2023-02-14 07:28:47.124236,119.0,-31.993985424044126,115.88411720820336,54.7186201651456,1.625254656,11.0,0.0041751527936000005,0.0039250509312,0.015875763968,-0.0009124236032,0.0016503055872,0.0038248472063999997,0.0,1.8745416192
2023-02-14 07:28:49.636135,120.0,-31.993877378211206,115.88402706963669,54.70898154722987,1.0,11.0,0.0038,0.0038,0.014,-0.0011212044970666667,0.0008575910058666666,0.0042,0.0,3.0636134912
2023-02-14 07:28:52.131340,121.0,-31.993770580277186,115.8839355093558,54.7433889480704,1.0,11.0,0.0038,0.0038,0.014004378001066667,-0.0011912439978666665,0.0007087560021333333,0.0042,0.0,3.3306460074666666
2023-02-14 07:28:54.625214,122.0,-31.99366330379664,115.88384426017164,54.7488754706944,1.0,11.0,0.0038,0.0038,0.014087507131733333,-0.0010249857365333334,0.0008750142634666666,0.0042,0.0,3.9125499221333335
2023-02-14 07:28:57.143774,123.0,-31.993593991395297,115.88378484745607,54.75970427844267,1.0,11.0,0.0038,0.0037285408682666667,0.0141,-0.0012143773951999999,0.0010429182634666668,0.004128540868266667,0.0,4.2143773952
